Id,DealName,CompanyId,DealDate,InvestmentBankId,SourcingId,TransactionTypeId,EstimateEquityInvestment,SaleDate,SalePrice,SaleType,BuyingSponserId,SellingSponserId,StatusId,PortfolioCompanyStatus,ActiveStagesId,PassedRationale,DealLeadId,AdditionalDescription,CreatedAt,CreatedBy,UpdatedAt,UpdatedBy
DT_011,,COM_113,2018-02-02 00:00:00,COM_289,3.0,4.0,,,,,,,1.0,,,,EMP_006,"Legal, risk and compliance consulting platform",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_012,,COM_144,2018-01-19 00:00:00,COM_050,2.0,2.0,,,,,,,1.0,,,,EMP_001,Sales and marketing services for the consumer goods industry,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_013,,COM_347,2018-01-15 00:00:00,COM_457,2.0,3.0,,,,,,,1.0,,,,EMP_007,Underwriting software for financial institutions,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_014,,COM_128,2018-01-15 00:00:00,COM_203,2.0,2.0,565.0,,,,,,1.0,,,,EMP_009,Leading designer and manufacturer of high-end metal cards,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_015,,COM_402,2018-01-15 00:00:00,COM_285,2.0,3.0,,,,,,,1.0,,,,EMP_008,"Manufacturer and designer of cards for gift cards, loyalty programs and hospitality",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_016,,COM_202,2018-01-15 00:00:00,COM_305,2.0,3.0,,,,,,,1.0,,,,EMP_006,Financial advisor and insurance broker marketing software and related marketing services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_017,,COM_558,2018-01-05 00:00:00,COM_223,3.0,2.0,,,,,,,1.0,,,,EMP_006,Outsourced security services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_018,,COM_458,2018-01-05 00:00:00,COM_289,3.0,2.0,150.0,,,,,,1.0,,,,EMP_006,Fire and security systems integration,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_019,,COM_250,2017-12-07 00:00:00,COM_586,3.0,2.0,250.0,,,,,,1.0,,,,EMP_006,Promotional products marketing services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_020,,COM_448,2018-01-18 00:00:00,,2.0,2.0,250.0,,,,,,1.0,,,,EMP_006,Telecommunications services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_021,,COM_173,2018-01-18 00:00:00,COM_257,2.0,2.0,300.0,,,,,,1.0,,,,EMP_006,Holding company for 11 service-based franchise organizations,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_022,,COM_184,2018-01-18 00:00:00,COM_066,2.0,2.0,625.0,,,,,,1.0,,,,EMP_006,Wire harness/control box manufacturer,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_023,,COM_405,2017-12-07 00:00:00,COM_289,2.0,2.0,800.0,,,,,,1.0,,,,EMP_006,Food processing cleaning and sanitation services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_024,,COM_538,2017-12-07 00:00:00,COM_253,2.0,2.0,75.0,,,,,,2.0,,,,EMP_006,Payments ISV,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_025,,COM_230,2017-12-03 00:00:00,COM_118,2.0,4.0,,,,,,,1.0,,,,EMP_006,IT and transformation services for cap markets firms,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_026,,COM_160,2017-11-26 00:00:00,COM_157,2.0,3.0,,,,,,,1.0,,,,EMP_006,Provides index-based ETF and mutual fund products,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_027,,COM_034,2017-11-12 00:00:00,COM_122,2.0,2.0,225.0,,,,,,2.0,,,,EMP_006,Broker dealer operating in the fixed income capital markets,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_028,,COM_595,2017-11-12 00:00:00,COM_203,2.0,2.0,,,,,,,1.0,,,,EMP_006,Bank software,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_029,,COM_472,2017-12-16 00:00:00,COM_158,2.0,2.0,,,,,,,1.0,,,,EMP_006,Tech services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_030,,COM_480,2017-04-01 00:00:00,COM_158,2.0,2.0,,,,,,,2.0,,,,EMP_006,Managed IT Services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_031,,COM_441,2018-01-18 00:00:00,COM_054,2.0,,,,,,,,,,,,EMP_006,Supply chain consulting,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_032,,COM_227,2017-09-29 00:00:00,COM_353,2.0,2.0,201.25,,,,,,2.0,,,,EMP_006,Value-added distributor of public safety uniforms and gear,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_033,,COM_429,2017-09-10 00:00:00,COM_203,2.0,4.0,,,,,,,2.0,,,,EMP_006,Payment processing solutions,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_034,,COM_557,2017-11-12 00:00:00,COM_586,2.0,2.0,163.5,,,,,,2.0,,,,EMP_006,Provider of tech-enabled employee benefits and retirement services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_035,,COM_469,2017-12-01 00:00:00,COM_253,2.0,2.0,140.0,,,,,,2.0,,,,EMP_006,"Nationwide distributor of fluid conveyance, measurement, and control products",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_036,,COM_368,2017-07-30 00:00:00,COM_269,3.0,4.0,,,,,,,1.0,,,,EMP_006,TIC,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_037,,COM_404,2017-08-04 00:00:00,,2.0,2.0,250.0,,,,,,2.0,,,,EMP_006,Outsourced testing solutions,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_038,,COM_189,2017-08-04 00:00:00,COM_235,2.0,2.0,505.0,,,,,,2.0,,,,EMP_006,Nuclear waste disposal and reactor decommissioning,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_039,,COM_016,2017-10-24 00:00:00,COM_337,2.0,2.0,520.0,,,,,,2.0,,,,EMP_006,Smart infrastructure solutions provider serving utilities,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_040,,COM_133,2017-07-30 00:00:00,,2.0,2.0,545.0,,,,,,2.0,,,,EMP_006,Systems integration,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_041,,COM_092,2017-11-19 00:00:00,COM_061,2.0,2.0,160.0,,,,,,2.0,,,,EMP_006,Outsourced CFO Services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_042,,COM_037,2017-08-04 00:00:00,COM_158,3.0,3.0,,,,,,,2.0,,,,EMP_006,Consumer Finance,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_043,,COM_018,2017-09-10 00:00:00,COM_081,2.0,2.0,150.0,,,,,,2.0,,,,EMP_006,"Legal process outsourcing, eDiscovery",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_044,,COM_130,2017-09-10 00:00:00,COM_269,2.0,2.0,,,,,,,2.0,,,,EMP_006,"Legal process outsourcing, eDiscovery",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_045,,COM_357,2017-08-06 00:00:00,,2.0,2.0,130.0,,,,,,2.0,,,,EMP_006,Environmental engineering solutions,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_046,,COM_327,2017-09-01 00:00:00,COM_253,3.0,2.0,,,,,,,2.0,,,,EMP_006,Route based grease trap cleaning business,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_047,,COM_041,2017-11-05 00:00:00,COM_287,2.0,2.0,725.0,,,,,,2.0,,,,EMP_006,R&D engineering services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_048,,COM_442,2017-08-04 00:00:00,COM_066,2.0,4.0,,,,,,,2.0,,,,EMP_006,Tech-enabled testing and assessment,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_049,,COM_413,2017-11-05 00:00:00,COM_253,2.0,2.0,117.5,,,,,,2.0,,,,EMP_006,Utility services provider in Pac Northwest and Intermountain West,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_050,,COM_093,2017-10-20 00:00:00,COM_269,2.0,2.0,130.0,,,,,,2.0,,,,EMP_006,Engineering consulting platform,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_051,,COM_540,2017-05-17 00:00:00,COM_140,2.0,3.0,,,,,,,2.0,,,,EMP_006,Language and Technology,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_052,,COM_495,2017-03-17 00:00:00,COM_476,2.0,2.0,,,,,,,2.0,,,,EMP_006,Wealth management RIA,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_053,,COM_562,2017-03-17 00:00:00,COM_353,2.0,2.0,150.0,,,,,,2.0,,,,EMP_006,Wealth management RIA,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_054,,COM_396,2017-09-17 00:00:00,COM_269,2.0,2.0,103.5,,,,,,2.0,,,,EMP_006,Food recycling,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_055,,COM_414,2017-08-06 00:00:00,COM_194,2.0,4.0,,,,,,,2.0,,,,EMP_006,MGA writing nonstandard auto insurance policies,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_056,,COM_440,2017-11-05 00:00:00,COM_253,2.0,,,,,,,,,,,,EMP_006,Utility services provider,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_057,,COM_264,2017-03-17 00:00:00,COM_285,3.0,3.0,,,,,,,4.0,,,,EMP_006,Wealth management RIA,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_058,,COM_237,2017-08-04 00:00:00,COM_285,2.0,2.0,465.0,,,,,,2.0,,,,EMP_006,Battery recycling,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_059,,COM_547,2017-04-17 00:00:00,COM_203,2.0,3.0,,,,,,,2.0,,,,EMP_006,Wealth management RIA,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_060,,COM_471,2017-08-13 00:00:00,COM_253,2.0,2.0,,,,,,,2.0,,,,EMP_006,Convention and venue management,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_061,,COM_479,2017-09-10 00:00:00,COM_450,2.0,2.0,429.5,,,,,,2.0,,,,EMP_006,"Vessel control, fuel systems, and boat system integration",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_062,,COM_143,2017-09-10 00:00:00,COM_253,2.0,2.0,225.0,,,,,,2.0,,,,EMP_006,Outsourced equipment and service provider to midstream pipeline market,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_063,,COM_165,2017-07-30 00:00:00,,2.0,2.0,,,,,,,2.0,,,,EMP_006,Facilities outsourcing,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_064,,COM_148,2017-07-30 00:00:00,COM_081,2.0,2.0,120.0,,,,,,2.0,,,,EMP_006,System of systems technology for car wash industry,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_065,,COM_029,2017-07-17 00:00:00,COM_285,2.0,2.0,360.0,,,,,,2.0,,,,EMP_006,Reverse Mortgages,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_066,,COM_028,2017-07-17 00:00:00,COM_064,2.0,4.0,,,,,,,2.0,,,,EMP_006,Insurance Services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_067,,COM_186,2017-05-17 00:00:00,COM_269,3.0,4.0,,,,,,,1.0,,,,EMP_006,Foodservice management and catering,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_068,,COM_245,2016-09-01 00:00:00,COM_235,3.0,3.0,,,,,,,4.0,,,,EMP_006,Mortgage lending,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_069,,COM_490,2017-08-20 00:00:00,COM_586,2.0,3.0,,,,,,,2.0,,,,EMP_006,"Self-serve vended luggage carts, electronic lockers, commercial strollers and massage chairs",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_070,,COM_343,2017-09-10 00:00:00,COM_331,3.0,2.0,55.0,,,,,,1.0,,,,EMP_006,Advertising technology,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_071,,COM_005,2017-08-20 00:00:00,COM_502,2.0,3.0,,,,,,,2.0,,,,EMP_006,Software and billing provider for the health and fitness industry,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_072,,COM_328,2017-07-17 00:00:00,COM_285,2.0,2.0,,,,,,,2.0,,,,EMP_006,Digital Transformation,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_073,,COM_436,2017-07-30 00:00:00,COM_253,2.0,2.0,735.0,,,,,,3.0,,,,EMP_006,Construction fastening solutions,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_074,,COM_470,2017-08-13 00:00:00,,2.0,2.0,435.0,,,,,,3.0,,,,EMP_006,Relocation and moving services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_075,,COM_083,2017-07-17 00:00:00,COM_140,2.0,2.0,,,,,,,2.0,,,,EMP_006,Merchant processing,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_076,,COM_174,2017-07-17 00:00:00,COM_457,2.0,3.0,,,,,,,2.0,,,,EMP_006,RIA Technology Platform,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_077,,COM_195,2017-05-17 00:00:00,COM_194,2.0,3.0,,,,,,,2.0,,,,EMP_006,Analytics for institutional investors,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_078,,COM_567,,COM_158,2.0,2.0,,,,,,,2.0,,,,EMP_006,Staffing,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_079,,COM_072,2017-07-17 00:00:00,,2.0,2.0,,,,,,,2.0,,,,EMP_006,Online payroll and benefits,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_080,,COM_176,2017-06-17 00:00:00,COM_253,2.0,2.0,325.0,,,,,,2.0,,,,EMP_006,Scientific Services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_081,,COM_589,2017-07-17 00:00:00,COM_140,2.0,4.0,,,,,,,2.0,,,,EMP_006,Datacenter and Cloud Services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_082,,COM_541,2017-05-17 00:00:00,COM_253,2.0,3.0,,,,,,,2.0,,,,EMP_006,"Governance, risk management, and compliance advisory",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_083,,COM_535,2017-05-17 00:00:00,COM_235,2.0,3.0,,,,,,,2.0,,,,EMP_006,IT Consulting,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_084,,COM_086,2017-01-17 00:00:00,COM_158,3.0,4.0,,,,,,,2.0,,,,EMP_006,B2B wireless services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_085,,COM_280,May-17,COM_194,2.0,4.0,,,,,,,2.0,,,,EMP_005,Managing General Agency,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_086,,COM_279,Jul-17,COM_457,2.0,,,,,,,,2.0,,,,EMP_005,Money Market Fund Portal,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_087,,COM_155,2017-07-17 00:00:00,COM_060,2.0,,,,,,,,2.0,,,,EMP_005,Automotive reconditioning,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_088,,COM_437,2017-11-16 00:00:00,COM_158,2.0,,,,,,,,2.0,,,,EMP_005,Merchant acquirer,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_089,,COM_424,Jul-17,COM_158,2.0,2.0,,,,,,,2.0,,,,EMP_005,Payments ISV,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_090,,COM_506,Apr-17,COM_353,2.0,2.0,305.0,,,,,,2.0,,,,EMP_005,Environmental services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_091,,COM_549,May-17,COM_361,2.0,2.0,,,,,,,2.0,,,,EMP_005,Waste Transport Services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_092,,COM_559,May-17,,2.0,2.0,,,,,,,2.0,,,,EMP_005,Underground utility locating,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_093,,COM_004,Dec-17,COM_158,2.0,2.0,134.5,,,,,,2.0,,,,EMP_005,Senior care referral services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_094,,COM_358,May-17,COM_586,2.0,2.0,,,,,,,2.0,,,,EMP_005,Globalization services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_095,,COM_052,May-17,COM_254,2.0,2.0,18.2,,,,,,2.0,,,,EMP_005,Energy Services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_096,,COM_565,Apr-17,COM_255,2.0,2.0,,,,,,,2.0,,,,EMP_005,Portable sanitation,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_097,Project Ignition,,Mar-17,COM_457,2.0,,,,,,,,2.0,,,,EMP_005,,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_098,,COM_132,Mar-17,COM_158,2.0,2.0,,,,,,,2.0,,,,EMP_005,Asset Management,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_099,,COM_104,Nov-17,COM_159,1.0,4.0,,,,,,,2.0,,,,EMP_005,Financial services & tech,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_100,,COM_013,Apr-17,COM_158,2.0,2.0,,,,,,,2.0,,,,EMP_005,Environmental services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_101,,COM_410,May-17,COM_457,2.0,2.0,52.5,,,,,,2.0,,,,EMP_005,Payment and billing solutions,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_102,,COM_163,Dec-16,COM_158,1.0,4.0,,,,,,,2.0,,,,EMP_001,K-12 Digital Education,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_103,,COM_021,Apr-17,,2.0,2.0,,,,,,,2.0,,,,EMP_007,Wealth management software,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_104,,COM_548,Mar-17,COM_512,2.0,3.0,,,,,,,2.0,,,,EMP_009,Payment Security Technology,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_105,,COM_094,Feb-17,COM_586,2.0,2.0,325.0,,,,,,2.0,,,,EMP_008,Travel visas,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_106,,COM_481,Jan-17,COM_157,2.0,2.0,950.0,,,,,,2.0,,,,EMP_001,Criminal justice technology,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_107,,COM_532,Apr-17,COM_235,2.0,4.0,,,,,,,2.0,,,,EMP_007,Environmental instruments,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_108,,COM_411,Mar-17,COM_586,2.0,2.0,132.5,,,,,,2.0,,,,EMP_009,B2B Payments and Software,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_109,,COM_546,Feb-17,COM_291,2.0,2.0,735.0,,,,,,2.0,,,,EMP_008,Aftermarket auto,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_110,,COM_503,Mar-17,COM_395,2.0,2.0,,,,,,,2.0,,,,EMP_001,Rental services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_111,,COM_466,Feb-17,COM_060,2.0,2.0,265.0,,,,,,2.0,,,,EMP_007,Aftermarket auto,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_112,,COM_333,Feb-17,COM_465,2.0,2.0,375.0,,,,,,2.0,,,,EMP_009,Aftermarket auto,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_113,,COM_190,Feb-17,COM_269,2.0,2.0,82.5,,,,,,2.0,,,,EMP_008,Industrial cleaning,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_114,,COM_587,Nov-16,COM_586,2.0,2.0,,,,,,,2.0,,,,EMP_001,Liquid environmental waste,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_115,,COM_164,Mar-17,COM_060,2.0,2.0,380.0,,,,,,2.0,,,,EMP_007,"Heating, ventilation and AC",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_116,,COM_452,Feb-17,COM_586,2.0,3.0,,,,,,,2.0,,,,EMP_009,Environmental remediation and  William Blair,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_117,,COM_217,Jan-17,COM_157,2.0,4.0,,,,,,,2.0,,,,EMP_008,Wealth management,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
